"station","year","month","ppt","snowfall","snowmelt","rain","temp","date"
"03NE002","1999","1",0.0573675632476807,0.0573675632476807,0,0,-19.294643742551,1999-01-15
"03NE002","1999","2",0.0441322326660156,0.0441322326660156,0,0,-15.62932545344,1999-02-15
"03NE002","1999","3",0.141148328781128,0.136555373668671,0.0159804821014404,0.00459295511245703,-6.98496298841195,1999-03-15
"03NE002","1999","4",0.09855055809021,0.0940045714378357,0.04181307554245,0.00454598665237431,-2.52828589545396,1999-04-15
"03NE002","1999","5",0.107374668121338,0.0467889308929443,0.404650807380676,0.0605857372283937,2.88275536978102,1999-05-15
"03NE002","1999","6",0.131915092468262,0.0166430473327637,0.0456919372081757,0.115272045135498,9.72495235867001,1999-06-15
"03NE002","1999","7",0.103682994842529,0,0,0.103682994842529,12.095934271043,1999-07-15
"03NE002","1999","8",0.139463901519775,0.00035923719406128,0.000467658042907715,0.139104664325714,11.672426006358,1999-08-15
"03NE002","1999","9",0.167615413665771,0.0282320976257324,0.0236956179141998,0.139383316040039,6.94499833848704,1999-09-15
"03NE002","1999","10",0.0803022384643555,0.067850112915039,0.0226213037967682,0.0124521255493165,-1.96670609340896,1999-10-15
"03NE002","1999","11",0.0977542400360107,0.0912126898765564,0.00464579463005066,0.0065415501594543,-7.60713676876497,1999-11-15
"03NE002","1999","12",0.0289874076843262,0.0289874076843262,0,0,-12.427817203153,1999-12-15
"03NE002","2000","1",0.0713372230529785,0.0713343620300293,0,2.86102294920487e-06,-19.161789855137,2000-01-15
"03NE002","2000","2",0.0184040069580078,0.0163335800170898,0.0134284496307373,0.002070426940918,-18.530159991911,2000-02-15
"03NE002","2000","3",0.0438792705535889,0.0416820645332336,0.012312114238739,0.0021972060203553,-9.17429117182195,2000-03-15
"03NE002","2000","4",0.0578892230987549,0.0569677948951721,0.0175396203994751,0.000921428203582798,-4.07062488132095,2000-04-15
"03NE002","2000","5",0.0511927604675293,0.0415718555450439,0.201990962028503,0.0096209049224854,0.449577955020004,2000-05-15
"03NE002","2000","6",0.142521858215332,0.0586362481117249,0.162869155406952,0.0838856101036071,7.20587081909201,2000-06-15
"03NE002","2000","7",0.0735330581665039,0.000698506832122803,0.000985920429229736,0.0728345513343811,12.751949154433,2000-07-15
"03NE002","2000","8",0.0756497383117676,0,0,0.0756497383117676,13.50455988402,2000-08-15
"03NE002","2000","9",0.0787463188171387,0.00672775506973267,0.00119984149932861,0.072018563747406,7.50275149875205,2000-09-15
"03NE002","2000","10",0.0481922626495361,0.0262978374958038,0.023816704750061,0.0218944251537323,-1.206023300335,2000-10-15
"03NE002","2000","11",0.0297317504882812,0.020050585269928,0.00598174333572388,0.0096811652183532,-4.96240584055596,2000-11-15
"03NE002","2000","12",0.189370155334473,0.186349481344223,0.00189092755317688,0.00302067399024999,-10.598608870147,2000-12-15
"03NE002","2001","1",0.0137143135070801,0.0137143135070801,0,0,-20.373980749807,2001-01-15
"03NE002","2001","2",0.0513205528259277,0.0509808659553528,0,0.000339686870574903,-18.596845236279,2001-02-15
"03NE002","2001","3",0.122507333755493,0.116159856319428,0.002036452293396,0.00634747743606499,-5.72593224638297,2001-03-15
"03NE002","2001","4",0.0333538055419922,0.0324190855026245,0.000613331794738769,0.000934720039367704,-5.22672733730695,2001-04-15
"03NE002","2001","5",0.0300750732421875,0.0126792192459106,0.383189022541046,0.0173958539962769,3.69495897190501,2001-05-15
"03NE002","2001","6",0.10102915763855,0.0175540447235107,0.0231921374797821,0.0834751129150393,7.393797387017,2001-06-15
"03NE002","2001","7",0.0931875705718994,0.00797635316848755,0.0095984935760498,0.0852112174034119,9.54255115139904,2001-07-15
"03NE002","2001","8",0.0862195491790772,0.000157415866851807,5.03659248352051e-06,0.0860621333122254,13.280660206784,2001-08-15
"03NE002","2001","9",0.0844922065734863,0.00723296403884888,0.00962311029434204,0.0772592425346374,6.87037226359104,2001-09-15
"03NE002","2001","10",0.156816482543945,0.0819651484489441,0.0694738924503326,0.0748513340950009,1.18478086738202,2001-10-15
"03NE002","2001","11",0.100271224975586,0.0964076220989227,0.00860112905502319,0.00386360287666331,-5.73798486921498,2001-11-15
"03NE002","2001","12",0.129762411117554,0.12391996383667,0,0.00584244728088398,-7.591121460289,2001-12-15
"03NE002","2002","1",0.00959491729736328,0.00959491729736328,0,0,-22.070685737364,2002-01-15
"03NE002","2002","2",0.0317602157592774,0.0279378890991211,0,0.0038223266601563,-20.094037868863,2002-02-15
"03NE002","2002","3",0.0768537521362305,0.0768537521362305,0,0,-15.253003860802,2002-03-15
"03NE002","2002","4",0.0642309188842774,0.0628024935722351,0.0102007389068604,0.00142842531204231,-6.08704685634996,2002-04-15
"03NE002","2002","5",0.0849499702453613,0.0754590034484863,0.151158034801483,0.009490966796875,0.463463042884996,2002-05-15
"03NE002","2002","6",0.0836098194122315,0.0237983465194702,0.309350252151489,0.0598114728927613,6.20194235907701,2002-06-15
"03NE002","2002","7",0.139110088348389,0,0,0.139110088348389,11.756473959646,2002-07-15
"03NE002","2002","8",0.0475201606750488,0,0,0.0475201606750488,9.71385829474303,2002-08-15
"03NE002","2002","9",0.051461935043335,0.00480979681015015,0.00195911526679993,0.0466521382331849,8.25501793755404,2002-09-15
"03NE002","2002","10",0.17306661605835,0.0718764364719391,0.0855105519294739,0.101190179586411,0.830056270476007,2002-10-15
"03NE002","2002","11",0.0668408870697021,0.0506504476070404,0.00743979215621948,0.0161904394626617,-6.983227835761,2002-11-15
"03NE002","2002","12",0.0726957321166992,0.0724396705627442,0.000229150056838989,0.000256061553955009,-13.151697335192,2002-12-15
"03NE002","2003","1",0.121205806732178,0.121144652366638,0,6.11543655399949e-05,-14.941237410679,2003-01-15
"03NE002","2003","2",0.0472774505615234,0.0472774505615234,0,0,-20.341314697266,2003-02-15
"03NE002","2003","3",0.0564322471618652,0.0563254356384277,0,0.0001068115234375,-17.289250663019,2003-03-15
"03NE002","2003","4",0.0552630424499512,0.0478397607803345,0.0638693571090699,0.0074232816696167,-6.14536401960595,2003-04-15
"03NE002","2003","5",0.0131311416625977,0.00773891806602478,0.259841918945312,0.00539222359657292,4.169158820696,2003-05-15
"03NE002","2003","6",0.109221458435059,0.0299325585365295,0.0346510410308838,0.0792888998985295,8.462107594808,2003-06-15
"03NE002","2003","7",0.121252059936523,4.52399253845215e-05,1.22189521789551e-06,0.121206820011138,11.555324398574,2003-07-15
"03NE002","2003","8",0.107220649719238,0,0,0.107220649719238,13.1800389935891,2003-08-15
"03NE002","2003","9",0.0700721740722656,6.87837600708008e-05,2.05636024475098e-05,0.0700033903121948,11.698127746582,2003-09-15
"03NE002","2003","10",0.18046236038208,0.136433064937592,0.0232137143611908,0.044029295444488,2.25256713539,2003-10-15
"03NE002","2003","11",0.0935106277465821,0.0908434391021729,0.0131539702415466,0.00266718864440921,-4.83894233703597,2003-11-15
"03NE002","2003","12",0.0420188903808594,0.0420097708702087,0,9.11951065070415e-06,-10.147854150752,2003-12-15
"03NE002","2004","1",0.123319149017334,0.121694087982178,0,0.001625061035156,-14.49880322282,2004-01-15
"03NE002","2004","2",0.0541162490844727,0.0541138648986816,0,2.38418579109889e-06,-16.099158065621,2004-02-15
"03NE002","2004","3",0.0203597545623779,0.0201216340065002,0.000979900360107422,0.000238120555877699,-12.498996890489,2004-03-15
"03NE002","2004","4",0.102088451385498,0.100314974784851,0.0121757984161377,0.001773476600647,-3.74607170952697,2004-04-15
"03NE002","2004","5",0.135511875152588,0.0883249044418335,0.250161349773407,0.0471869707107545,1.68133960026603,2004-05-15
"03NE002","2004","6",0.0868997573852539,0.00515955686569214,0.260606557130814,0.0817402005195618,7.11461308797203,2004-06-15
"03NE002","2004","7",0.0897228717803955,0,3.45706939697265e-06,0.0897228717803955,13.821613894227,2004-07-15
"03NE002","2004","8",0.0677530765533447,0,0,0.0677530765533447,11.362957665228,2004-08-15
"03NE002","2004","9",0.115533828735352,0.0182252526283264,0.00753676891326904,0.0973085761070256,6.23874901665602,2004-09-15
"03NE002","2004","10",0.0538411140441895,0.018605649471283,0.00255964696407318,0.0352354645729065,2.66147889168002,2004-10-15
"03NE002","2004","11",0.0680432319641113,0.0661666989326477,0.000317811965942383,0.0018765330314636,-4.92875192430296,2004-11-15
"03NE002","2004","12",0.0855653285980225,0.0852130055427551,0,0.000352323055267403,-15.631846819642,2004-12-15
"03NE002","2005","1",0.0378618240356445,0.0378618240356445,0,0,-23.264361075945,2005-01-15
"03NE002","2005","2",0.0979495048522949,0.097856342792511,0,9.31620597838939e-05,-14.983789938972,2005-02-15
"03NE002","2005","3",0.0780472755432129,0.0778445601463318,0,0.000202715396881104,-10.109257536037,2005-03-15
"03NE002","2005","4",0.0409889221191406,0.0348550081253052,0.0588476061820984,0.0061339139938354,-1.47826894124296,2005-04-15
"03NE002","2005","5",0.0739521980285645,0.0497401356697083,0.310337126255035,0.0242120623588562,3.68684876144602,2005-05-15
"03NE002","2005","6",0.0545105934143066,0.000485420227050781,0.0175987184047699,0.0540251731872558,8.86622856987805,2005-06-15
"03NE002","2005","7",0.0974929332733154,0,0,0.0974929332733154,13.994015486522,2005-07-15
"03NE002","2005","8",0.0882270336151123,0,0,0.0882270336151123,11.140026182769,2005-08-15
"03NE002","2005","9",0.150605201721191,0.00578320026397705,0.00427988171577454,0.144822001457214,7.85174492730005,2005-09-15
"03NE002","2005","10",0.0984218120574951,0.0136008262634277,0.00243854522705078,0.0848209857940674,2.47358946441301,2005-10-15
"03NE002","2005","11",0.088808536529541,0.0780976414680481,0.0462204813957214,0.0107108950614929,-4.81867480807796,2005-11-15
"03NE002","2005","12",0.0922613143920899,0.0917633175849915,0.00111117959022522,0.000497996807098403,-13.496066362114,2005-12-15
"03NE002","2006","1",0.0502786636352539,0.0502786636352539,0,0,-16.833953951764,2006-01-15
"03NE002","2006","2",0.0937075614929199,0.0918864607810974,0,0.0018211007118225,-15.220066179548,2006-02-15
"03NE002","2006","3",0.146531105041504,0.138730585575104,0.0119929015636444,0.00780051946639998,-6.01211081474099,2006-03-15
"03NE002","2006","4",0.0911996364593506,0.0820869207382202,0.0846892595291138,0.0091127157211304,-0.66806589762399,2006-04-15
"03NE002","2006","5",0.0423078536987305,0.00802135467529298,0.326741993427277,0.0342864990234375,4.819461256458,2006-05-15
